Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Adapter,Driver,Good Roaming Calculation (%)
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,48176,12,3,127,48191,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.141.0,100.0
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,325903,73,56,761,326032,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.143.0,100.0
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.144.0,17672,0,0,38,17672,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.144.0,100.0
Dell Wireless 1550 802.11ac - 6.30.223.259,60950,10,0,53,60960,Dell Wireless 1550 802.11ac,6.30.223.259,100.0
Intel(R) Centrino(R) Ultimate-N 6300 AGN - 15.18.0.1,62469,0,0,67,62469,Intel(R) Centrino(R) Ultimate-N 6300 AGN,15.18.0.1,100.0
Intel(R) Dual Band Wireless-AC 3168 - 19.51.40.1,91902,7,5,108,91914,Intel(R) Dual Band Wireless-AC 3168,19.51.40.1,100.0
Intel(R) Dual Band Wireless-AC 7265 - 19.51.14.1,146693,12,0,123,146705,Intel(R) Dual Band Wireless-AC 7265,19.51.14.1,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.1.2,67280,2,2,51,67284,Intel(R) Wi-Fi 6 AX200 160MHz,21.10.1.2,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 21.30.4.1,13010,5,1,12,13016,Intel(R) Wi-Fi 6 AX200 160MHz,21.30.4.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,97113,12,9,197,97134,Intel(R) Wireless-AC 9560 160MHz,21.120.0.9,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.30.3.2,460094,207,10,447,460311,Intel(R) Wireless-AC 9560 160MHz,21.30.3.2,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,36134,14,2,45,36150,Intel(R) Wireless-AC 9560 160MHz,21.40.1.4,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,140487,18,7,409,140512,Intel(R) Wireless-AC 9560 160MHz,21.40.2.2,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,316372,52,47,424,316471,Intel(R) Wireless-AC 9560 160MHz,21.50.1.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,72840,8,6,113,72854,Intel(R) Wireless-AC 9560 160MHz,21.70.0.6,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,159354,4,44,216,159402,Intel(R) Wireless-AC 9560 160MHz,22.150.1.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.190.0.4,36718,0,0,75,36718,Intel(R) Wireless-AC 9560 160MHz,22.190.0.4,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,461035,107,37,652,461179,Intel(R) Wireless-AC 9560 160MHz,22.200.2.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.3,11202,1,0,30,11203,Intel(R) Wireless-AC 9560 160MHz,21.80.2.3,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.90.1.2,262466,48,9,198,262523,Intel(R) Wireless-AC 9560 160MHz,21.90.1.2,100.0
Intel(R) Wireless-AC 9560 - 20.30.4.1,111034,44,0,151,111078,Intel(R) Wireless-AC 9560,20.30.4.1,100.0
Intel(R) Wireless-AC 9560 - 20.40.0.4,19167,2,4,18,19173,Intel(R) Wireless-AC 9560,20.40.0.4,100.0
Intel(R) Wireless-AC 9560 - 20.90.0.7,35076,0,0,28,35076,Intel(R) Wireless-AC 9560,20.90.0.7,100.0
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,108902,0,0,127,108902,Intel(R) Wireless-AC 9560 160MHz,20.100.0.4,100.0
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,89529,37,5,116,89571,Intel(R) Wireless-AC 9560 160MHz,20.110.0.3,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,200350,38,31,223,200419,Intel(R) Wireless-AC 9560 160MHz,21.0.0.5,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,218740,87,17,400,218844,Intel(R) Wireless-AC 9560 160MHz,22.40.0.7,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,1576605,287,41,1957,1576933,Intel(R) Wireless-AC 9560 160MHz,22.50.0.7,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,75627,2,8,80,75637,Intel(R) Wireless-AC 9560 160MHz,22.70.0.6,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.80.1.1,119180,0,0,102,119180,Intel(R) Wireless-AC 9560 160MHz,22.80.1.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,97109,10,3,116,97122,Intel(R) Wireless-AC 9560 160MHz,23.10.0.8,100.0
Intel(R) Wireless-AC 9560 160MHz - 23.110.0.5,84817,8,4,130,84829,Intel(R) Wireless-AC 9560 160MHz,23.110.0.5,100.0
Intel(R) Wireless-AC 9560 160MHz - 22.100.0.3,25800,4,4,28,25808,Intel(R) Wireless-AC 9560 160MHz,22.100.0.3,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.0.1.1,192145,4,6,162,192155,Intel(R) Wireless-AC 9560 160MHz,21.0.1.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,118916,26,15,309,118957,Intel(R) Wireless-AC 9560 160MHz,21.10.0.5,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.10.1.2,546747,4,0,428,546751,Intel(R) Wireless-AC 9560 160MHz,21.10.1.2,100.0
Intel(R) Wireless-AC 9560 160MHz - 21.10.2.2,66711,16,3,116,66730,Intel(R) Wireless-AC 9560 160MHz,21.10.2.2,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,103824,7,2,153,103833,Intel(R) Wireless-AC 9260 160MHz,22.40.0.7,100.0
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,32457,0,0,40,32457,Intel(R) Wireless-AC 9260 160MHz,23.20.1.1,100.0
Intel(R) Wireless-AC 9560 160MHz - 23.50.0.6,27993,9,3,36,28005,Intel(R) Wireless-AC 9560 160MHz,23.50.0.6,100.0
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,52231,6,0,66,52237,Intel(R) Wireless-AC 9560 160MHz,23.70.4.1,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.70.8.1,48535,5,0,77,48540,Intel(R) Dual Band Wireless-AC 8265,20.70.8.1,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.70.9.1,35502,0,0,53,35502,Intel(R) Dual Band Wireless-AC 8265,20.70.9.1,100.0
Intel(R) Dual Band Wireless-AC 8265 - 22.0.1.1,52094,2,3,69,52099,Intel(R) Dual Band Wireless-AC 8265,22.0.1.1,100.0
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,66973,0,2,62,66975,Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW),22.70.0.6,100.0
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 23.60.1.2,13719,0,2,14,13721,Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW),23.60.1.2,100.0
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,138554,15,20,222,138589,Intel(R) Wireless-AC 9260 160MHz,23.80.0.7,100.0
Intel(R) Wireless-AC 9462 - 23.60.1.2,40025,0,2,38,40027,Intel(R) Wireless-AC 9462,23.60.1.2,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,129203,29,17,176,129249,Intel(R) Wireless-AC 9260 160MHz,22.120.0.3,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,34662,0,0,36,34662,Intel(R) Wireless-AC 9260 160MHz,22.130.0.5,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,59657,11,2,65,59670,Intel(R) Wireless-AC 9260 160MHz,22.160.0.4,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,104994,3,10,180,105007,Intel(R) Wireless-AC 9260 160MHz,22.180.0.4,100.0
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,105888,13,3,115,105904,Intel(R) Wireless-AC 9260 160MHz,22.240.0.6,100.0
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,27946,0,0,20,27946,Intel(R) Wi-Fi 7 BE200 320MHz,23.40.2.1,100.0
Intel(R) Wi-Fi 7 BE200 320MHz - 23.90.0.2,58601,8,0,95,58609,Intel(R) Wi-Fi 7 BE200 320MHz,23.90.0.2,100.0
Intel(R) Wireless-AC 9260 - 20.70.0.100,50568,0,0,110,50568,Intel(R) Wireless-AC 9260,20.70.0.100,100.0
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,57721,0,0,66,57721,Intel(R) Wireless-AC 9260 160MHz,20.120.0.100,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.70.11.3,161852,8,14,222,161874,Intel(R) Dual Band Wireless-AC 8265,20.70.11.3,100.0
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1216,38321,0,0,33,38321,MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter,3.0.1.1216,100.0
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 22.30.1.1339,10921,1,1,35,10923,MediaTek Wi-Fi 6 MT7921 Wireless LAN Card,22.30.1.1339,100.0
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,54452,0,0,60,54452,Intel(R) Wireless-AC 9260 160MHz,21.60.0.5,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.2.1,26239,2,0,44,26241,Intel(R) Wi-Fi 6 AX200 160MHz,21.60.2.1,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 22.10.0.7,70592,8,3,99,70603,Intel(R) Wi-Fi 6 AX200 160MHz,22.10.0.7,100.0
Intel(R) Dual Band Wireless-AC 8260 - 22.180.0.4,10454,2,0,11,10456,Intel(R) Dual Band Wireless-AC 8260,22.180.0.4,100.0
Intel(R) Dual Band Wireless-AC 8260 - 22.80.1.1,123628,43,4,138,123675,Intel(R) Dual Band Wireless-AC 8260,22.80.1.1,100.0
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.3.0.1030,17888,3,0,55,17891,MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter,3.3.0.1030,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.30.1.2,23761,4,0,29,23765,Intel(R) Dual Band Wireless-AC 8265,20.30.1.2,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.50.0.4,14221,0,0,40,14221,Intel(R) Dual Band Wireless-AC 8265,20.50.0.4,100.0
Intel(R) Dual Band Wireless-AC 8265 - 20.70.10.2,20220,2,5,25,20227,Intel(R) Dual Band Wireless-AC 8265,20.70.10.2,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 22.160.0.4,104525,19,32,113,104576,Intel(R) Wi-Fi 6 AX200 160MHz,22.160.0.4,100.0
Intel(R) Wi-Fi 6 AX200 160MHz - 22.30.0.11,67098,4,9,145,67111,Intel(R) Wi-Fi 6 AX200 160MHz,22.30.0.11,100.0
NETGEAR WNA3100 N300 Wireless USB Adapter - 5.100.148.5,11700,0,0,23,11700,NETGEAR WNA3100 N300 Wireless USB Adapter,5.100.148.5,100.0
Qualcomm Atheros AR946x Wireless Network Adapter - 3.0.2.201,35591,0,0,35,35591,Qualcomm Atheros AR946x Wireless Network Adapter,3.0.2.201,100.0
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1633,31183,11,4,64,31198,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter,1.0.0.1633,100.0
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1671,14166,0,0,42,14166,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter,1.0.0.1671,100.0
Intel(R) Dual Band Wireless-AC 8260 - 20.70.27.1,20394,3,2,24,20399,Intel(R) Dual Band Wireless-AC 8260,20.70.27.1,100.0
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.0.3,14561,0,0,59,14561,Intel(R) Wi-Fi 6E AX211 160MHz,22.150.0.3,100.0
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,12018,0,0,61,12018,Intel(R) Wi-Fi 6E AX211 160MHz,22.150.3.1,100.0
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter - 2.0.0.1229,309385,136,4,387,309525,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter,2.0.0.1229,100.0
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1016,152792,5,7,198,152804,Qualcomm QCA61x4A 802.11ac Wireless Adapter,12.0.0.1016,100.0
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.697,63199,0,24,67,63223,Qualcomm QCA9377 802.11ac Wireless Adapter,12.0.0.697,100.0
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.953,30145,0,0,37,30145,Qualcomm QCA9377 802.11ac Wireless Adapter,12.0.0.953,100.0
RZ616 Wi-Fi 6E 160MHz - 23.32.2.560,14673,1,0,72,14674,RZ616 Wi-Fi 6E 160MHz,23.32.2.560,100.0
Intel(R) Wi-Fi 6 AX201 160MHz #2 - 23.80.0.7,29695,0,0,48,29695,Intel(R) Wi-Fi 6 AX201 160MHz #2,23.80.0.7,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 22.70.0.6,15506,0,0,19,15506,Intel(R) Wi-Fi 6E AX210 160MHz,22.70.0.6,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 23.20.1.1,15823,3,1,60,15827,Intel(R) Wi-Fi 6E AX210 160MHz,23.20.1.1,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 22.0.1.5,156943,0,0,158,156943,Intel(R) Wi-Fi 6E AX210 160MHz,22.0.1.5,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 22.100.0.3,12986,0,2,25,12988,Intel(R) Wi-Fi 6E AX210 160MHz,22.100.0.3,100.0
RZ616 Wi-Fi 6E 160MHz - 3.3.0.908,56907,0,0,47,56907,RZ616 Wi-Fi 6E 160MHz,3.3.0.908,100.0
Realtek 8811CU Wireless LAN 802.11ac USB NIC - 1030.44.1014.2024,31127,0,0,55,31127,Realtek 8811CU Wireless LAN 802.11ac USB NIC,1030.44.1014.2024,100.0
Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter - 1030.38.712.2019,32365,0,0,45,32365,Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter,1030.38.712.2019,100.0
Intel(R) Dual Band Wireless-AC 7265 - 19.51.50.2,19902,2,6,27,19910,Intel(R) Dual Band Wireless-AC 7265,19.51.50.2,100.0
Intel(R) Dual Band Wireless-AC 7265 - 19.51.8.3,13025,0,3,42,13028,Intel(R) Dual Band Wireless-AC 7265,19.51.8.3,100.0
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,365060,59,80,345,365199,Intel(R) Dual Band Wireless-AC 8260,20.50.0.5,100.0
Intel(R) Dual Band Wireless-AC 8260 - 20.70.16.4,35015,2,6,62,35023,Intel(R) Dual Band Wireless-AC 8260,20.70.16.4,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 22.110.1.1,42439,1,0,46,42440,Intel(R) Wi-Fi 6E AX210 160MHz,22.110.1.1,100.0
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.2.1,19083,0,0,23,19083,Intel(R) Wi-Fi 6E AX210 160MHz,22.170.2.1,100.0
Intel(R) Wi-Fi 6 AX201 160MHz - 21.110.3.2,79769,2,1,82,79772,Intel(R) Wi-Fi 6 AX201 160MHz,21.110.3.2,100.0
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,56003,0,15,62,56018,Intel(R) Wi-Fi 6 AX201 160MHz,21.60.2.1,100.0
Intel(R) Wi-Fi 6 AX201 160MHz - 21.70.0.6,123598,26,14,155,123638,Intel(R) Wi-Fi 6 AX201 160MHz,21.70.0.6,100.0
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,83596,14,14,158,83624,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.149.0,100.0
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,1505301,703,40,2788,1506044,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.152.0,100.0
Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter - 1030.44.1014.2024,29520,0,0,35,29520,Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter,1030.44.1014.2024,100.0
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,49351,13,5,43,49369,Realtek RTL8822BE 802.11ac PCIe Adapter,2024.0.10.209,100.0
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.227.0,39654,7,4,85,39665,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.227.0,100.0
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.228.7,33572,0,0,47,33572,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.228.7,100.0
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,35363,11,3,81,35377,Intel(R) Wi-Fi 6 AX201 160MHz,22.50.1.1,100.0
TP-Link Wireless USB Adapter - 1030.44.1014.2024,10250,0,0,7,10250,TP-Link Wireless USB Adapter,1030.44.1014.2024,100.0
Intel(R) Dual Band Wireless-AC 7260 - 18.33.15.1,84471,0,0,85,84471,Intel(R) Dual Band Wireless-AC 7260,18.33.15.1,100.0
Broadcom 802.11n Network Adapter - 6.30.223.256,11919,0,0,13,11919,Broadcom 802.11n Network Adapter,6.30.223.256,100.0
